Date,Canals to Kuraz Sugar Plantations,Outflow to Lake Turkana
2040-01-01,24.93,0.0
2040-01-02,24.93,0.0
2040-01-03,24.93,0.0
2040-01-04,24.93,0.0
2040-01-05,24.93,0.0
2040-01-06,24.93,0.0
2040-01-07,24.93,0.0
2040-01-08,24.93,0.0
2040-01-09,24.93,0.0
2040-01-10,24.93,0.0
2040-01-11,24.93,0.0
2040-01-12,24.93,0.0
2040-01-13,24.93,0.0
2040-01-14,24.93,0.0
2040-01-15,24.93,0.0
2040-01-16,24.93,0.0
2040-01-17,24.93,0.0
2040-01-18,24.93,0.0
2040-01-19,24.93,0.0
2040-01-20,24.93,0.0
2040-01-21,24.93,0.0
2040-01-22,24.93,0.0
2040-01-23,24.93,0.0
2040-01-24,24.93,0.0
2040-01-25,24.93,0.0
2040-01-26,24.93,0.0
2040-01-27,24.93,0.0
2040-01-28,24.93,0.0
2040-01-29,24.93,0.0
2040-01-30,24.93,0.0
2040-01-31,24.93,0.0
2040-02-01,0.0,0.0
2040-02-02,0.0,0.0
2040-02-03,0.0,0.0
2040-02-04,0.0,0.0
2040-02-05,0.0,0.0
2040-02-06,0.0,0.0
2040-02-07,0.0,0.0
2040-02-08,0.0,0.0
2040-02-09,0.0,0.0
2040-02-10,0.0,0.0
2040-02-11,0.0,0.0
2040-02-12,0.0,0.0
2040-02-13,0.0,0.0
2040-02-14,0.0,0.0
2040-02-15,0.0,0.0
2040-02-16,0.0,0.0
2040-02-17,0.0,0.0
2040-02-18,0.0,0.0
2040-02-19,0.0,0.0
2040-02-20,0.0,0.0
2040-02-21,0.0,0.0
2040-02-22,0.0,0.0
2040-02-23,0.0,0.0
2040-02-24,0.0,0.0
2040-02-25,0.0,0.0
2040-02-26,0.0,0.0
2040-02-27,0.0,0.0
2040-02-28,0.0,0.0
2040-02-29,0.0,0.0
2040-03-01,0.0,0.0
2040-03-02,0.0,0.0
2040-03-03,0.0,0.0
2040-03-04,0.0,0.0
2040-03-05,0.0,0.0
2040-03-06,0.0,0.0
2040-03-07,0.0,0.0
2040-03-08,0.0,0.0
2040-03-09,0.0,0.0
2040-03-10,0.0,0.0
2040-03-11,0.0,0.0
2040-03-12,0.0,0.0
2040-03-13,0.0,0.0
2040-03-14,0.0,0.0
2040-03-15,0.0,0.0
2040-03-16,0.0,0.0
2040-03-17,0.0,0.0
2040-03-18,0.0,0.0
2040-03-19,0.0,0.0
2040-03-20,0.0,0.0
2040-03-21,0.0,0.0
2040-03-22,0.0,0.0
2040-03-23,0.0,0.0
2040-03-24,0.0,0.0
2040-03-25,0.0,0.0
2040-03-26,0.0,0.0
2040-03-27,0.0,0.0
2040-03-28,0.0,0.0
2040-03-29,0.0,0.0
2040-03-30,0.0,0.0
2040-03-31,0.0,0.0
2040-04-01,0.0,0.0
2040-04-02,0.0,0.0
2040-04-03,0.0,0.0
2040-04-04,0.0,0.0
2040-04-05,0.0,0.0
2040-04-06,0.0,0.0
2040-04-07,0.0,0.0
2040-04-08,0.0,0.0
2040-04-09,0.0,0.0
2040-04-10,0.0,0.0
2040-04-11,0.0,0.0
2040-04-12,0.0,0.0
2040-04-13,0.0,0.0
2040-04-14,0.0,0.0
2040-04-15,0.0,0.0
2040-04-16,0.0,0.0
2040-04-17,0.0,0.0
2040-04-18,0.0,0.0
2040-04-19,0.0,0.0
2040-04-20,0.0,0.0
2040-04-21,0.0,0.0
2040-04-22,0.0,0.0
2040-04-23,0.0,0.0
2040-04-24,0.0,0.0
2040-04-25,0.0,0.0
2040-04-26,0.0,0.0
2040-04-27,0.0,0.0
2040-04-28,0.0,0.0
2040-04-29,0.0,0.0
2040-04-30,0.0,0.0
2040-05-01,0.0,0.0
2040-05-02,0.0,0.0
2040-05-03,0.0,0.0
2040-05-04,0.0,0.0
2040-05-05,0.0,0.0
2040-05-06,0.0,0.0
2040-05-07,0.0,0.0
2040-05-08,0.0,0.0
2040-05-09,0.0,0.0
2040-05-10,0.0,0.0
2040-05-11,0.0,0.0
2040-05-12,0.0,0.0
